round_id	round	event_type	outcome	duration_ms	anomalies	entries_condemned	entries_graduated	entries_redeleted	objects_deleted
5c0b168a076431c06057eea31c0469d0	0	Start	Unknown	0	0	0	0	0	0
31a13387e150eee66ab32a314f5cba34	0	Start	Unknown	0	0	0	0	0	0
18f6746053d75ad2f9667d2c8bd318e0	0	Start	Unknown	0	0	0	0	0	0
452d41efae5a8a6915636a5e2c9a2018	0	Start	Unknown	0	0	0	0	0	0
baf715b09b21d1d9ce739704b3da6391	0	Start	Unknown	0	0	0	0	0	0
b8778372218252c6f1ae5f40611cbd0a	0	Start	Unknown	0	0	0	0	0	0
8fab62871464b0b2f9b281e366515d67	0	Start	Unknown	0	0	0	0	0	0
167fc4708f62783765acb436c7331a94	0	Start	Unknown	0	0	0	0	0	0
b3d82554624d76daebdc95887072e22c	0	Start	Unknown	0	0	0	0	0	0
59a0ca16a0305278d401907496bf66da	0	Start	Unknown	0	0	0	0	0	0
37c6714bce478cdc4a94c07576e62167	0	Start	Unknown	0	0	0	0	0	0
6862c6916c48bb446f0fecef1d512dc3	0	Start	Unknown	0	0	0	0	0	0
90ae333ad3942cf03e1b6b461ad549b1	0	Start	Unknown	0	0	0	0	0	0
25827189bf032edf0a5d3b66d8afc5ff	0	Start	Unknown	0	0	0	0	0	0
7ea6d88e65720efa5f014dd4097791f0	0	Start	Unknown	0	0	0	0	0	0
3d85b0b64928e4d94953d7edafaf17f2	0	Start	Unknown	0	0	0	0	0	0
ab1debc47d60bc90137ee2a265c3bfde	0	Start	Unknown	0	0	0	0	0	0
7a3c27f0e3cbe791b0780baf7ff86bcc	0	Start	Unknown	0	0	0	0	0	0
6c464bbe9611aca555bd0d643b082299	0	Start	Unknown	0	0	0	0	0	0
8c7354750247ee3f96bd73549060f671	0	Start	Unknown	0	0	0	0	0	0
5920549d6defdbfeeaa31a8d4ca5e619	0	Start	Unknown	0	0	0	0	0	0
979b99a300247c0ba596f37245bf70a4	0	Start	Unknown	0	0	0	0	0	0
c8bab21f0012481f372f258b427ce6cc	0	Start	Unknown	0	0	0	0	0	0
9aa6b7482511e9cb37777ddda5d07d9b	0	Start	Unknown	0	0	0	0	0	0
78e275bea1d5fb9d38bb476fefbc3041	0	Start	Unknown	0	0	0	0	0	0
bbdf481b7a41e5819a51ece97c1398da	0	Start	Unknown	0	0	0	0	0	0
7f9ac3120e1ea4c4855f4573aaee0604	0	Start	Unknown	0	0	0	0	0	0
493fbe1fb8f8be581ca4e0557ad4faec	0	Start	Unknown	0	0	0	0	0	0
72960085e8e16f5e99d32e7141c85d29	0	Start	Unknown	0	0	0	0	0	0
e207700bb69bd5e2dc8c00f8672979ef	0	Start	Unknown	0	0	0	0	0	0
aae53b373ad743c819a40362bbd66f87	0	Start	Unknown	0	0	0	0	0	0
457eaf094d6da34b01b6c4aa5a18245c	0	Start	Unknown	0	0	0	0	0	0
a5be93ecff07f1522914d06f00ee54e6	0	Start	Unknown	0	0	0	0	0	0
96bd7b4f498fe26091e31e32b784d047	0	Start	Unknown	0	0	0	0	0	0
f53d931df97aa9b1e5ab5d184a20b3af	0	Start	Unknown	0	0	0	0	0	0
5821462342e6ec1cea44f46722e9ef86	0	Start	Unknown	0	0	0	0	0	0
92e414a1ff6c677aa625033100224f94	0	Start	Unknown	0	0	0	0	0	0
ad942d3f4ff8518b36136b4c6f697967	0	Start	Unknown	0	0	0	0	0	0
bf73da80537126024f9110b8706ec1b4	0	Start	Unknown	0	0	0	0	0	0
9525714c2e13bc83e3103d849adc3985	0	Start	Unknown	0	0	0	0	0	0
829e9a19f836af8b05da457fc303f478	0	Start	Unknown	0	0	0	0	0	0
53e8809dbd29bb9f88736107bbbb1fa8	0	Start	Unknown	0	0	0	0	0	0
78ec49956895516ac21b5c566b0d49ac	0	Start	Unknown	0	0	0	0	0	0
4d967f107b4ccf64d9bac35b2af4af7d	0	Start	Unknown	0	0	0	0	0	0
45d76c4dbdb80d67e136f44d9a92a778	0	Start	Unknown	0	0	0	0	0	0
26933b6391423f0fe64b4e929b7113f4	0	Start	Unknown	0	0	0	0	0	0
c7767a1e97f27bafe83133abcfcbb44e	0	Start	Unknown	0	0	0	0	0	0
ade1f2a6261167dc6712a9836a7c7a67	0	Start	Unknown	0	0	0	0	0	0
e210049e91832dd4e1561b64b4272e53	0	Start	Unknown	0	0	0	0	0	0
27bf94e95aa129d63690fabd86021fe2	0	Start	Unknown	0	0	0	0	0	0
78a1da10b151238bf1d2ae904c772ae6	0	Start	Unknown	0	0	0	0	0	0
fa364406b80a1a2eca02c81957825dc6	0	Start	Unknown	0	0	0	0	0	0
ddc8214e3c08486b5ddb13947c395aeb	0	Start	Unknown	0	0	0	0	0	0
d0ba9358fb59763687eea1f727e793c5	0	Start	Unknown	0	0	0	0	0	0
d3614f8af4e3840421732d4984ad70e5	0	Start	Unknown	0	0	0	0	0	0
917823e0a8b6a29a3c4947711821c911	0	Start	Unknown	0	0	0	0	0	0
97c02ed723fbe127cdae30d9429917c4	0	Start	Unknown	0	0	0	0	0	0
beb786f75687f6ab619084d969171349	0	Start	Unknown	0	0	0	0	0	0
6281aef25c14763d9aa1b6c676ad56fa	0	Start	Unknown	0	0	0	0	0	0
6968ac3b84979d6460a98403895ecc44	0	Start	Unknown	0	0	0	0	0	0
7271ee604c50f7deafc281cf5df9804f	0	Start	Unknown	0	0	0	0	0	0
7ee3d453695ee57ab4c719c69ea77595	0	Start	Unknown	0	0	0	0	0	0
f49f95bc094e114a7b5e831b46c46ad9	0	Start	Unknown	0	0	0	0	0	0
412bdf84b25caad1c0d5a45028c315f2	0	Start	Unknown	0	0	0	0	0	0
b88fee62af2737c03bc13d86d7a4cff7	0	Start	Unknown	0	0	0	0	0	0
6b4086802082fdde2a00f6df77d5ca77	0	Start	Unknown	0	0	0	0	0	0
c0ffc5af2b0a5b31cab2ad7aeb723399	0	Start	Unknown	0	0	0	0	0	0
5bb068002a485c175fa03a8f4f0ea6a7	0	Start	Unknown	0	0	0	0	0	0
9a8d0b723121c9a94dfb1fa857d2b171	0	Start	Unknown	0	0	0	0	0	0
d4594905bc7b1c62e6e0cc2bc9dc6405	0	Start	Unknown	0	0	0	0	0	0
90ccc6d8969a4e05a9bace7f6727d068	0	Start	Unknown	0	0	0	0	0	0
eed579772514ab93ec53860884ca1eaa	0	Start	Unknown	0	0	0	0	0	0
721231c309cc70764c49ad9edc52456b	0	Start	Unknown	0	0	0	0	0	0
89e059e709f5ca73b7b04d175478cf48	0	Start	Unknown	0	0	0	0	0	0
e034e4056f477562a6cf601c3b9b8344	0	Start	Unknown	0	0	0	0	0	0
ff2e78f16f4bd7484f79d26c115c39b3	0	Start	Unknown	0	0	0	0	0	0
a3546513304a75ae74542bafb5752165	0	Start	Unknown	0	0	0	0	0	0
08f39747c6374e73c925d2eb9b15a5ba	0	Start	Unknown	0	0	0	0	0	0
23f330dd5768dc0f84795d0701175c8c	0	Start	Unknown	0	0	0	0	0	0
98026fd2e9f403c9d64563f975661a46	0	Start	Unknown	0	0	0	0	0	0
c10d7fdd4be33c9d337756661fbea96c	0	Start	Unknown	0	0	0	0	0	0
68742f8001b4582ab68d842d78ab54b0	0	Start	Unknown	0	0	0	0	0	0
26558bb01b4657ad38882c4378b90bf8	0	Start	Unknown	0	0	0	0	0	0
06f52457e560cb90f20fc24118c4fb2f	0	Start	Unknown	0	0	0	0	0	0
20704363878e1b14bce16717e9831de1	0	Start	Unknown	0	0	0	0	0	0
3c1239227e0619894de151ae69bb93a8	0	Start	Unknown	0	0	0	0	0	0
a2b922384a63a8c61d8a338d86cfb5bf	0	Start	Unknown	0	0	0	0	0	0
31ce511bdcbb45d7b231eaa0916878c6	0	Start	Unknown	0	0	0	0	0	0
6f945cacfbcc1507c6e30fb160268b72	0	Start	Unknown	0	0	0	0	0	0
ee4e5f4eab2c3ead4dca46eb1bc22130	0	Start	Unknown	0	0	0	0	0	0
3e07ea04defc2ea58089482009f842e0	0	Start	Unknown	0	0	0	0	0	0
05b7d9fcb28185bc669f7e0f174c1b16	0	Start	Unknown	0	0	0	0	0	0
24ee6c6327555ccdbef15b6a6c61d978	0	Start	Unknown	0	0	0	0	0	0
a20b54c01e950a80ee05ee6e41656e65	0	Start	Unknown	0	0	0	0	0	0
c952c8436452f61354289159eb36cf3b	0	Start	Unknown	0	0	0	0	0	0
f77d6d0122b563e46fa497c84cb7ad7e	0	Start	Unknown	0	0	0	0	0	0
02c536f0e476c442a90c545b8ff230de	0	Start	Unknown	0	0	0	0	0	0
74952e9c232c2084550104f7f7dcae45	0	Start	Unknown	0	0	0	0	0	0
571d5efdc9cd46904b33a4843a082d2a	0	Start	Unknown	0	0	0	0	0	0
e5893a6911c2d5c28886e5d6604bacaf	0	Start	Unknown	0	0	0	0	0	0
9145d99cd2602cfe6dec8f263af27621	0	Start	Unknown	0	0	0	0	0	0
4b4bfb4fab81ea9fcbe3404a683ed828	0	Start	Unknown	0	0	0	0	0	0
bd82f1fd0593c86f332bf5b54b6a01c7	0	Start	Unknown	0	0	0	0	0	0
81cddb099caa27369b14b8c1a80eaf5b	0	Start	Unknown	0	0	0	0	0	0
f60410d6a4c546b15f1c2269d21e0f98	0	Start	Unknown	0	0	0	0	0	0
4c1b07dc999815f395f584574355f2ed	0	Start	Unknown	0	0	0	0	0	0
f0a4e60378135e28769da1d9de14b2a2	0	Start	Unknown	0	0	0	0	0	0
f76158d914ed056b135fd354e1110e42	0	Start	Unknown	0	0	0	0	0	0
d56ae690d4d225f77c9d1106932121c7	0	Start	Unknown	0	0	0	0	0	0
05be6b4d031f3e560f9f0f11c548dce1	0	Start	Unknown	0	0	0	0	0	0
293b3f181f50ad7d5cb1ac0c53402425	0	Start	Unknown	0	0	0	0	0	0
c167d848189c1f5107572b0edc2095e0	0	Start	Unknown	0	0	0	0	0	0
5f1ee4de11a5a47e73f48d7aa41efa86	0	Start	Unknown	0	0	0	0	0	0
a3a2cda5f40b0a2cea64bc71f8723fe6	0	Start	Unknown	0	0	0	0	0	0
0eaebe010ce34bd0ceab715ab2b8b2e9	0	Start	Unknown	0	0	0	0	0	0
fe7ef393f158e40c058c799605d3c3a7	0	Start	Unknown	0	0	0	0	0	0
67ad9fb61529604d7aaaf5b3c606cb7a	0	Start	Unknown	0	0	0	0	0	0
cbb4c0998aefdca5e71dcf57310f550b	0	Start	Unknown	0	0	0	0	0	0
d37d04379875f425a1612d8ba080d10d	0	Start	Unknown	0	0	0	0	0	0
b67b09daf4116f44a7663d12ac6b305c	0	Start	Unknown	0	0	0	0	0	0
123dd089b77b4c3ad1c36e003c4e2a27	0	Start	Unknown	0	0	0	0	0	0
e70bba8e0403c52cb11f023b705e2040	0	Start	Unknown	0	0	0	0	0	0
b5918e8dd3dd785bf097feb115a00b5d	0	Start	Unknown	0	0	0	0	0	0
