round_id	round	phase	phase_duration_microseconds	phase_metrics	ProfileEvents
040e051dddc44fc035a49c873b18e733	0	namespace_cleanup	23338	{'evidence_rows':0,'janitor_deleted':0,'janitor_keys':239,'janitor_pages':1,'leaked':0}	{'CASGCGet':1,'CASOtherGet':1,'CASRootList':1,'ContextLock':8,'DiskConnectionsExpired':1,'DiskConnectionsPreserved':3,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':985,'DiskS3ReadRequestsCount':4,'GlobalThreadPoolJobs':1,'IOBufferAllocBytes':8684,'IOBufferAllocs':2,'LocalThreadPoolExpansions':1,'LocalThreadPoolJobs':1,'LocalThreadPoolShrinks':1,'LocalThreadPoolThreadCreationMicroseconds':2,'MemoryAllocatedWithoutCheck':6,'MemoryAllocatedWithoutCheckBytes':6528,'ReadBufferFromS3Bytes':366,'ReadBufferFromS3InitMicroseconds':626,'ReadBufferFromS3Microseconds':630,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':985,'S3ReadRequestsCount':4}
06ca75fbdf10c3c8463fa185459c96c4	0	manifest_deletes	1	{'attempted':0,'deleted':0,'suppressed':0}	{}
06ca75fbdf10c3c8463fa185459c96c4	0	namespace_cleanup	49661	{'evidence_rows':0,'janitor_deleted':0,'janitor_keys':167,'janitor_pages':1,'leaked':0}	{'CASConditionalWriteAttempts':1,'CASConditionalWriteCommitted':1,'CASGCCompareSwap':1,'CASGCGet':2,'CASOtherGet':1,'CASRootList':1,'ContextLock':13,'DiskConnectionsPreserved':6,'DiskConnectionsReused':6,'DiskS3GetObject':3,'DiskS3HeadObject':3,'DiskS3ReadMicroseconds':6194,'DiskS3ReadRequestsCount':6,'GlobalThreadPoolJobs':1,'IOBufferAllocBytes':1061628,'IOBufferAllocs':4,'LocalThreadPoolExpansions':1,'LocalThreadPoolJobs':2,'LocalThreadPoolShrinks':1,'LocalThreadPoolThreadCreationMicroseconds':9,'LogTrace':3,'MemoryAllocatedWithoutCheck':12,'MemoryAllocatedWithoutCheckBytes':13056,'ReadBufferFromS3Bytes':512,'ReadBufferFromS3InitMicroseconds':4592,'ReadBufferFromS3Microseconds':4628,'S3GetObject':3,'S3HeadObject':3,'S3ReadMicroseconds':6194,'S3ReadRequestsCount':6,'WriteBufferFromS3Bytes':53}
06ca75fbdf10c3c8463fa185459c96c4	0	orphan_sweep	4	{'cursor_advanced':0,'deleted':0,'list_budget_keys':1000,'listed':179,'retained_hold':0,'retained_no_coverage':0,'retained_tail_removal':0,'retained_unconsumed_seal':0,'skipped':179,'suppressed':0}	{}
06ca75fbdf10c3c8463fa185459c96c4	0	pending_deletes	37	{'absent':0,'deleted':0,'graduated':34,'outcome_logs_written':0,'redeleted':0,'replaced':0,'spared':0}	{'CASGCRetiredGraduated':34,'ContextLock':34}
06ca75fbdf10c3c8463fa185459c96c4	0	ref_object_cleanup	10205	{'namespaces_planned':2,'suppressed':0,'trim_enabled':1}	{'CASRootGet':4,'ContextLock':16,'DiskConnectionsPreserved':8,'DiskConnectionsReused':8,'DiskS3GetObject':4,'DiskS3HeadObject':4,'DiskS3ReadMicroseconds':6932,'DiskS3ReadRequestsCount':8,'IOBufferAllocBytes':19158,'IOBufferAllocs':4,'MemoryAllocatedWithoutCheck':16,'MemoryAllocatedWithoutCheckBytes':17408,'ReadBufferFromS3Bytes':2522,'ReadBufferFromS3InitMicroseconds':4749,'ReadBufferFromS3Microseconds':4820,'S3GetObject':4,'S3HeadObject':4,'S3ReadMicroseconds':6932,'S3ReadRequestsCount':8}
06ca75fbdf10c3c8463fa185459c96c4	0	round_commit	11681	{'generation':103,'generations_referenced':2,'generations_visited':1,'pruned_through':100,'round':103}	{'CASConditionalWriteAttempts':1,'CASConditionalWriteCommitted':1,'CASGCCompareSwap':1,'CASGCDelete':3,'CASGCEnumerationPages':1,'CASGCList':1,'ContextLock':4,'DiskConnectionsPreserved':3,'DiskConnectionsReused':3,'DiskS3DeleteObjects':3,'DiskS3WriteMicroseconds':4383,'DiskS3WriteRequestAttempts':3,'DiskS3WriteRequestsCount':3,'GlobalThreadPoolJobs':1,'IOBufferAllocBytes':1048639,'IOBufferAllocs':1,'LocalThreadPoolExpansions':1,'LocalThreadPoolJobs':2,'LocalThreadPoolShrinks':1,'LocalThreadPoolThreadCreationMicroseconds':5,'LogTrace':3,'MemoryAllocatedWithoutCheck':6,'MemoryAllocatedWithoutCheckBytes':6528,'S3WriteMicroseconds':4383,'S3WriteRequestAttempts':3,'S3WriteRequestsCount':3,'WriteBufferFromS3Bytes':146}
09776b661da0618dd4a2b9f10bfe989a	0	manifest_deletes	0	{'attempted':0,'deleted':0,'suppressed':0}	{}
09776b661da0618dd4a2b9f10bfe989a	0	namespace_cleanup	33601	{'evidence_rows':0,'janitor_deleted':0,'janitor_keys':352,'janitor_pages':1,'leaked':0}	{'CASConditionalWriteAttempts':1,'CASConditionalWriteCommitted':1,'CASGCCompareSwap':1,'CASGCGet':2,'CASOtherGet':1,'CASRootList':1,'ContextLock':13,'DiskConnectionsPreserved':6,'DiskConnectionsReused':6,'DiskS3GetObject':3,'DiskS3HeadObject':3,'DiskS3ReadMicroseconds':1320,'DiskS3ReadRequestsCount':6,'GlobalThreadPoolJobs':1,'IOBufferAllocBytes':1061625,'IOBufferAllocs':4,'LocalThreadPoolExpansions':1,'LocalThreadPoolJobs':2,'LocalThreadPoolShrinks':1,'LocalThreadPoolThreadCreationMicroseconds':2,'LogTrace':3,'MemoryAllocatedWithoutCheck':12,'MemoryAllocatedWithoutCheckBytes':13056,'ReadBufferFromS3Bytes':509,'ReadBufferFromS3InitMicroseconds':863,'ReadBufferFromS3Microseconds':871,'S3GetObject':3,'S3HeadObject':3,'S3ReadMicroseconds':1320,'S3ReadRequestsCount':6,'WriteBufferFromS3Bytes':53}
09776b661da0618dd4a2b9f10bfe989a	0	orphan_sweep	1	{'cursor_advanced':0,'deleted':0,'list_budget_keys':1000,'listed':241,'retained_hold':0,'retained_no_coverage':0,'retained_tail_removal':0,'retained_unconsumed_seal':0,'skipped':241,'suppressed':0}	{}
