B051-050	architecture/design-history	The statement that plain S3 did not break was misleading: plain S3 had a silent in-memory projection omission, while only the local-disk `Fake` transaction made hardlinked directories immediately visible.
AUDIT-M2-001	architecture/design-history	The GC design moved from an epoch-based reclamation (EBR) core that encoded generation in the object key (`blobs/<H>/<g>`) and required a `404→LIST` degraded read path, durable per-hash floors, and Keeper-fenced `safe_epoch`, to an incarnation model that moves the resurrection marker into the object body and deletion precision into the backend token, eliminating generation from any key and removing the `404→LIST` path entirely.
AUDIT-M2-010	architecture/design-history	A 2026-06-19 baseline determination against the pre-refactor binary found 68 unique failures in the `transactions` and `text-index` test families identically reproduced on the unrefactored binary, confirming they were pre-existing CA gaps (B182, B183) rather than regressions, so the refactor was declared regression-clean without any code change.
AUDIT-M2-034	architecture/design-history	`CaIncarnationProofCore.tla` used Apalache 0.58.0 to verify an inductive invariant `IndInv` (19 conjuncts) for a pre-B91, token-only fragment of the GC core: base case (`Init => IndInv`) and step check (`IndInv => IndInv'`) both held, which is stronger than TLC bounded checking because the step check quantifies over all states satisfying `IndInv` at fixed bounds regardless of trace depth; the model was removed 2026-07-22 as stale and unverifiable in an environment without an Apalache binary.
AUDIT-M2-036	architecture/design-history	`CaGcIndegRefoldCore.tla` modeled a bug (H1b) where an in-degree completion-seal cursor persisted at `foldCursor` instead of `max(foldCursor, fenceVersion)` caused a re-fold of an already-absorbed fence-window removal, driving the integer in-degree counter to -1 (`INV_INDEG_NONNEGATIVE` violated, mapping to `CORRUPTED_DATA` in C++); the design decision was that the `Seal` action must advance the persisted cursor to `fenceVersion`, not remain at `foldCursor`.
AUDIT-M2-037	architecture/design-history	`CaGcIndegRefoldCore.tla` was removed 2026-07-22 because the shipped in-degree design no longer accumulates a non-idempotent integer delta stream: `CasBlobInDegree.cpp` computes in-degree via an idempotent two-cursor presence-set merge keyed by `(blob_hash, source_id)` where the surviving-edge count is an unsigned integer that structurally cannot go negative, so the underflow hazard the model existed to catch is now structurally impossible.
AUDIT-M2-038	architecture/design-history	Three B167 build-watermark models (`CaResurrectLiveness.tla`, `CaBuildWatermark.tla`, `CaBuildWatermarkNum.tla`), all removed 2026-07-21, proved that resurrect liveness requires a guard blocking GC from re-condemning a freshly-owned incarnation during the non-atomic upload-to-publish span (the B167 livelock: dedup hit on a stale incarnation is deleted, the fresh re-upload is re-condemned by GC without a guard, looping forever); their safety role fully migrated into `CaBuildRootPrecommit.tla`'s precommit-first reachability mechanism, which replaced the modeled per-candidate blob-guard and condemn-time `HeartbeatGuard` that were never fully implemented.
AUDIT-M2-046	architecture/design-history	The P9 GC 404-HEAD-storm fix's original mechanism, GcSnap::forget node-pruning, was later removed and superseded by the source-edge-set GC model (which has no persisted node registry to forget from); the ~90%-of-read-ops savings it was credited with is a historical measurement basis, not tied to a currently-existing mechanism.
AUDIT-M2-172	architecture/design-history	codex_r6_findings.md's round-5 disposition table maps all 10 round-5 review findings against the v6 ref-chain redesign: fully resolved (later definite result after ambiguity; clean-transition sealing), resolved for safety only (REBUILD condemnation; cross-epoch removals), partially resolved (recovery snapshot authority; one enumeration/falsifiability), unresolved (namespace incarnation; current-epoch manifest bodies; catalog partial transitions/capacity), and resolved for the original mismatch only (CAS-walk controller mismatch) — each disposition cites which of the 13 new v6 findings covers the remaining gap. Overall verdict: REJECT.
AUDIT-M2-367	architecture/design-history	External bug report Altinity/ClickHouse#2052 (orphan-manifest sweep deletes live manifests) does not reproduce on HEAD: the reporter's build was ~330 commits behind and predated commit `318291fe5e5`, which switched the orphan-manifest sweep's ownership recovery onto `recoverRefTable` (the ref-log model) rather than the older `recoverRefTableDetailed` path.
AUDIT-M2-401	architecture/design-history	The reftable COW-map plan's self-review found the actual access-site inventory for `RefTableState::committed` was 18 sites across 5 files (verified against the tree), not the ~15 sites the spec estimated; all but one site was a drop-in change.
B006-048	architecture/design-history	The full-scale P0 campaign found six O(N) cost families: GC round O(pool objects), scratch equal to full part size, replicated `OPTIMIZE` double-spill, wide-part O(columns), partitioned INSERT O(partitions), and startup O(refs).
B015-033	architecture/design-history	The rev.5 five-second grace floor was measured to cause approximately 20–26 GB/hour of ref snapshot traffic per node in the cited soak.
B024-002	architecture/design-history	In the measured 500-partition profile, `ReplicatedMergeTreeSink::finishDelayed` commits partitions serially, the ref-ledger batch size is 1.0, and `CasRefBatchFlushes` equals `CasRefBatchedMutations` at 1026.
B024-033	architecture/design-history	The S41 wide-insert baseline found CAS-on-S3 at 3.0× slower than plain S3, with 87.2% of Real time in S3 network operations, 12.6% in the HEAD-before-PUT gate, and about 77 blob PUTs per part on the wide profile.
B025-051	architecture/design-history	The wide S41 CA INSERT fell from 58.41 seconds before stage 1 to 30.26 seconds after stage 1, a 48% reduction and 1.93x speedup; plain S3 remained 19.44 versus 19.05 seconds.
B025-052	architecture/design-history	The S41 stage-1 workload produced 500 CA parts and 3.53 GiB of logical bytes in both runs, while the CA-vs-plain factor fell from 3.0x to 1.59x.
B025-053	architecture/design-history	The wide S41 profile averaged approximately 80 blob upload fan-out tasks per part (`40,150 / 500`), explaining why intra-part fan-out exceeded the narrow-case estimate of roughly two blobs per part.
B025-054	architecture/design-history	On the CA INSERT, stage 1 reduced the top thread's Real-sample share from 72.3% to 14.5%, increased distinct Real-trace threads from 3 to 33, and increased CPU-busy/wall from 0.375 to 1.075.
B025-055	architecture/design-history	The CA write path remained S3-network-bound at about 87% of Real wall time after stage 1; stage 1 overlapped that network work without removing it, while the HEAD-before-PUT gate remained about 12%.
B025-056	architecture/design-history	For the 500-part S41 CA leg, PUTs stayed at 119,432, while HEADs fell from 134,400 to 105,140 and GETs from 54,360 to 42,656 after stage 1.
B025-063	architecture/design-history	The A1 benchmark gate kept the production-shaped `BM_FlushInstallUniqueOwner` within baseline: at N=100,000 it measured 13,355 ns before A1 and 12,428 ns after A1, while the shared-base `BM_FlushInstall` measured 21,208,894 ns after A1.
B025-064	architecture/design-history	The A1 benchmark's `BM_ScratchCopy` remained O(1) at about 58 ns after the restructure, and `BM_ApplyRefLogTxn` remained within measurement noise at 770–831 ns versus 800–864 ns baseline.
B051-052	architecture/design-history	The upstream patch inventory counts 12 logical class-A hunks, 67 class-B hunks, and 3 class-C hunks.
AUDIT-M2-431	architecture/design-history	The `RefTableState` closed-class experiments round's success criterion (Task 8 final gate) is: after a 20-minute soak, the hottest CAS-attributed CPU stack family in the `trace_log` profile must be blob hashing, and every other CAS-attributed family must be at most one third of blob hashing's sample count; a miss turns the residual hotspot into a new experiment row rather than closing the round.
B001-025	architecture/design-history	Mutable integer blob refcounts were rejected in favor of an idempotent source-edge set folded from append-only +/- journal records.
B001-026	architecture/design-history	The gc/registry namespace registry was removed because it grew monotonically, made GC cost proportional to namespaces ever created times root_shards, and did not reclaim empty shards.
B002-024	architecture/design-history	Reading every run block with a separate ranged GET was rejected because a full 8 GB run would require about 32,000 requests per shard.
B002-030	architecture/design-history	Persisting integer refcounts and folding `prior_count + Σ ±1` was rejected because a refolded removal can underflow the count and wedge GC with `CORRUPTED_DATA`.
B002-094	architecture/design-history	A separate intermediate tree-layer object was rejected because it added key-space and GC edge complexity without benefit beyond recursive subtrees and identity decoupling.
B002-188	architecture/design-history	The raw immutable-body freshness-meta design with terminal tombstones was rejected because it introduced writer–GC waiting and liveness coupling; the current design keeps one hash key with an in-body incarnation tag and exact-token body deletion.
B002-189	architecture/design-history	Per-incarnation blob keys such as `blobs/xx/<hash>.<incarnation>` were rejected because they require `404 → LIST` reads and propagate incarnation into manifests and parents.
B003-016	architecture/design-history	An EBR or epoch GC core never existed in C++; EBR appears only in TLA+ and design documents, while the C++ path went directly from PoC reachability to the `Cas::Store` token model.
B003-023	architecture/design-history	The P9 `GcSnap::forget` cascade was short-lived: `GcSnap::forget` and `GForget` were added by `3243c6aec96` and `03e11643db3`, then the `CasGcSnap` unit was deleted by `3526407f1b1` ten days later.
B003-134	architecture/design-history	Comparing hot snapshots through bare `checksums.txt` equality or filesystem inode witnesses was rejected; the CAS-native identity primitive is streaming re-hashing and pool-side deduplication.
B004-037	architecture/design-history	The CAS design rejects a Merkle `treeId` layer, EBR or epoch-based GC, integer refcounts, `gc/registry` as discovery authority, endpoint-plus-prefix pool matching, and CAS-specific fields in `ReplicatedMergeTreePartHeader`.
B004-097	architecture/design-history	Writer deregistration at `dropNamespace` was rejected because removal events carry the blob `-1` edges and removing the namespace from discovery before GC folds them could cause phantom in-degree leaks.
B004-098	architecture/design-history	GC deregistration based on an empty settled namespace was rejected because a freshly created live table with no inserts is indistinguishable from a dropped table by emptiness alone.
B004-118	architecture/design-history	Copy-forward rejects recreating from writer-local files because a CA part's files are the pool blobs and no independent source exists on the move path.
B004-119	architecture/design-history	A same-`ManifestId` owner-move rename with Δ=0 was rejected because cross-shard moves would create two-owner or zero-owner windows that the source-edge set model cannot represent.
B005-050	architecture/design-history	The design rejects one ranged GET per block for full scans because an 8 GB run would require approximately 32,000 requests per shard per pass; ranged block GETs remain only for `seek`.
B007-090	architecture/design-history	The cache-over-CA design rejects making the generic cache wrapper impersonate CA concrete types and rejects peeling wrappers at every dynamic-cast site; direct CA metadata reuse has the smaller blast radius.
B007-099	architecture/design-history	`ManifestExpand`, `ManifestRetire`, and `ManifestStrip` are obsolete dead enum entries from the removed Merkle layer and must be deleted rather than implemented.
B008-099	architecture/design-history	The rejected trust-until-invalidated generation-counter design would have depended on discovering every mutation site and a root-lease argument that does not cover pool-global shadow namespaces; validate-on-hit was chosen instead.
B008-100	architecture/design-history	Serving a retained view for `ForceFresh` after only a matching ref resolve was rejected because ref currency does not prove manifest-body existence; `ForceFresh` therefore always performs the mandatory `HEAD` through `readManifestShared`.
B008-101	architecture/design-history	A four-value `Freshness` enum was rejected because the mutable-read versus write-evidence distinction is carried by the method: mutable reads call `resolve`, while write-evidence reads call `getView(ForceFresh)`.
B008-102	architecture/design-history	Materialized file and directory indexes were rejected because decoder-enforced canonical order makes binary search over the shared decode simpler and lighter.
B008-103	architecture/design-history	Relocating `shard_decode_cache` and `dedup_cache` into a `CasCacheState` was rejected as unnecessary verified-machinery movement with regression risk; the memory goal is met by byte-bounding `manifest_cache` in Phase 5.
B009-021	architecture/design-history	Comparing whole PartManifest objects is rejected because ref, root_namespace_id, and payload_digest legitimately differ between source and destination manifests.
B009-082	architecture/design-history	The raw-body v1 cut was rejected because dropping the in-body incarnation tag fixed the body etag to content and removed the protection that makes exact-token deletion miss a resurrected body.
B009-083	architecture/design-history	The v2 terminal-tombstone design was superseded because it couples writer progress to GC and is unnecessary when the body tag changes the etag on resurrection.
B009-084	architecture/design-history	Per-incarnation body keys were rejected because they require generation resolution by LIST, propagate incarnation into manifests, and break the pure-content/FUSE-ready design.
B011-005	architecture/design-history	Retired-in-snapshot does not change round pacing or the one-round graduation gap, because that gap is the racing-writer edge-surfacing window under EDGE-BEFORE-OBSERVE.
B011-035	architecture/design-history	Moving `clearSparedMeta` after the winning `gc/state` CAS is insufficient because an older leader can execute a stale pre-CAS `deleteExact` after a newer leader adopts a spare and clears the meta.
B011-054	architecture/design-history	Settlement is not partitioned by algorithm: mixed rows remain in the same `gc_shards` runs, and schemas 1 and 2 plus digest-only settlement helpers are deleted without compatibility shims.
B011-062	architecture/design-history	Mixed-algorithm pools do not rehash existing blobs, perform cross-algorithm deduplication, support per-table or per-insert algorithm selection, or remove algorithms from `algos_used`.
B011-070	architecture/design-history	The recommended default layout includes the `ch128` path segment rather than retaining the legacy no-segment cityHash128 layout, because CA has no persisted-data compatibility requirement.
B011-122	architecture/design-history	Phase 1 rejects a global ref-sequence watermark because lexical scan order differs from sequence order across tables and a global watermark could mark unseen concurrent appends as folded.
B011-140	architecture/design-history	The optional memory fast path is a separable optimization: small S3-mode blobs may be buffered in memory and written with `putIfAbsentStream`, while large blobs use S3 staging and conditional copy.
B012-011	architecture/design-history	The late-predecessor TLA+ configuration intentionally retains an expected-fail counterexample in which an old-epoch log materializes after a successor scan and violates complete-recovery safety.
B012-052	architecture/design-history	The token-diff `Skip` machinery and `listTokens` capability were removed because ref GC now detects changes from logs above each per-table cursor, and `listTokens` has no production callers at HEAD.
B012-090	architecture/design-history	Timeout control reduces but does not eliminate late-predecessor S3 completion; Keeper-based commit or another cross-object fencing mechanism remains a separate possible solution for strict cross-epoch authority.
B013-042	architecture/design-history	The single-value `ObjectKind` enum is deliberately retained because it is threaded through about 100 consumers and removing it would be a refactor rather than clean subtraction.
B013-044	architecture/design-history	`CasEvent::round` is not removed because it is a live serialized field surfaced as `system.content_addressed_log.round`, despite the earlier premise that it was always zero.
B014-041	architecture/design-history	The absence-means-Clean blob-meta lever was abandoned on 2026-07-14 and will not be revived because clearing the GC tombstone reopened a data-loss hole; the optimization round ships §§1–4 and §6 without §5.
B014-054	architecture/design-history	The design rejected a decommission-intent marker executed by `GC` because it would require `GC` to invent ref transitions, and rejected raw prefix deletion followed by mandatory `ca-gc-rebuild` because it would break in-degree accounting until an O(universe) rebuild; the chosen design makes the command a temporary writer using existing writer machinery.
B015-032	architecture/design-history	The rev.5 `snapshot_min_log_age_ms` grace window could leave a late predecessor log visible to cold folds while permanently absent from the writer's state.
B015-035	architecture/design-history	The proposal's recovery-seal-at-listed-maximum rule was later corrected to the dead-epoch upper-bound rule because an unresolved predecessor ID can exceed the greatest listed ID.
B015-115	architecture/design-history	The abandoned §5 plan proposed making blob meta a pure tombstone where absent meta means Clean, with fresh-body-first resurrect and spare tombstone clearing.
B015-134	architecture/design-history	The read-only replica design rejects reader-to-writer promotion, an `H_max` snapshot-age cap, per-blob read pins, and making the reader a full pool member as scope for this design.
B017-018	architecture/design-history	Owner-transition bindings use flat `o` and `n` key prefixes rather than nested JSON objects because the flat `JsonObjectReader` has no array or nesting support and extending it would increase the blast radius.
B017-058	architecture/design-history	`CasRecordStreamFormat` and the fixed-offset blob-envelope codec are not reused for part manifests because the former is source-edge-specific and the latter supports only one raw payload rather than multiple banner segments.
B017-077	architecture/design-history	Transport-level seals such as sender ACKs, response suffixes, HTTP trailers, and full-duplex reverse channels were rejected because Poco interserver transport is half-duplex and response-side data cannot provide a reverse acknowledgement or backpressure.
B017-118	architecture/design-history	A CA-specific disk `precommit` phase is rejected because the relevant `Keeper`/disk ordering is general to real disk transactions, while a CA-only phase would add an extra visibility boundary and upstream conflict surface without solving the general problem.
B017-130	architecture/design-history	The design rejects deferred delete intents, disk-queue replay before commit, replay in a new `precommit`, reuse of `IDataPartStorage::precommitTransaction`, `publishStagedData`, publication from `moveDirectory`, and a CA-specific transaction subclass or split base.
B018-017	architecture/design-history	Preserving staged merged parts or implementing resume-upload is explicitly out of scope because content-addressed blob deduplication bounds recompute cost once lease renewal stops over-fencing and merge backoff engages.
B018-048	architecture/design-history	The proposed `CasBlobUploader` split was descoped because `putBlob`, `observeAndAdmit`, and `uploadFromSource` form one mutually recursive writer-protocol lane whose decision state is coupled to byte delivery and shared mid-flight state.
B018-055	architecture/design-history	The one-pipeline design adds no `IDiskTransaction::precommit`, `IMetadataTransaction::precommit`, or `IDataPartStorage::publishStagedData`, and does not change `IDataPartStorage::precommitTransaction` or the Replicated `Keeper` call sequence.
B019-010	architecture/design-history	`freeze` cannot provide the MOVE-to-CA copy primitive because its transactional `Backup()` path uses same-disk `transaction->copyFile`, which throws `NOT_IMPLEMENTED` for cross-disk CA copies.
B019-021	architecture/design-history	The `freeze` transaction seam cannot be reused for cross-disk MOVE because `DiskObjectStorageTransaction::copyFile` calls `generateObjectKeyForPath`, which throws `NOT_IMPLEMENTED` on CA, while generic disk copy primitives use autocommit writes.
B019-024	architecture/design-history	Deferring `clonePart`'s commit into the swap is rejected because `clonePart` must commit before `create(initialize=true)` reads the part back, and changing that contract would enlarge the generic mover surface.
B019-044	architecture/design-history	The persistent ordered-tree approach, an `absl::btree_map` base, and changes to `precommits` are out of scope for the COW-map cut; commit-path tracing and microbenchmark evidence are separate follow-up work.
B019-056	architecture/design-history	A persistent immutable ordered tree is deferred, `absl::btree_map` is optional follow-up work, and `precommits` remains unchanged.
B019-141	architecture/design-history	Verify-on-dedup remains out of scope as the primary fix because it adds a read to every dedup hit and does not close merge-path ordering windows; CA-only publish-at-rename and a new `IDiskTransaction::precommit` phase were also rejected.
B021-022	architecture/design-history	T5 intentionally adds no new un-decommission CLI flag; manual clearing of `retired_at_ms` is the only revival path in this fix.
B021-051	architecture/design-history	The benchmark's `BM_MemcpyTxnBytes` floor was 30.7 ns, making the implemented 333 ns encoder about 10.8× the floor rather than the planned ≤3× target; the target was rejected as physically unreachable because a correct encoder must still validate, format numbers, escape JSON, and allocate its buffer.
B021-064	architecture/design-history	The incremental-budget design rejects a conservative over-estimate because byte-exactness is provable, rejects caching full encoded strings because it would retain two full strings and require line splicing, and rejects reducing `admits()` frequency because it changes per-operation validation granularity.
B023-025	architecture/design-history	The E4 flat-vector `RefCowMap` base was reverted because only `BM_Materialize` met the two-times target at N=100,000 while `BM_MergedIteration` improved by at most 1.28 times and `BM_SnapshotEncode` stayed within noise.
B023-043	architecture/design-history	The landed Dormant/UNMOUNT lifecycle is unsound because its benign-absent behavior can silently skip reclaim and make ATTACH load an empty table when data may still exist.
B023-044	architecture/design-history	Lazy `ensureMounted()` from `store()` is rejected because it inverts the `lifecycle_mutex → gc_scheduler_mutex → pointer_mutex` lock order and can deadlock; a benign probe also cannot distinguish table binding from a sweep.
B023-078	architecture/design-history	The original phased design's byte-estimate admission was rejected because undercounting could make whole-batch `checkBudget` throw; v2 replaces it with exact operation-count admission and a per-operation size cap.
B024-039	architecture/design-history	The retention-pin design was rejected because it would add a pool-global GC overlay, union folding, removal deferral, and owner-liveness machinery to the most safety-critical component.
B024-040	architecture/design-history	The reserved-precommit design was abandoned because it caused state-model sprawl, let a foreign writer bypass `stageManifest` and `adoptEvidence` discipline, and mismatched the `tmp-fetch_<part>` contract.
B024-104	architecture/design-history	The superseded branch was intentionally out of scope in the first proposal, but v2 later classifies it as normal fencing because a different epoch indicates a distinct remount incarnation.
B024-105	architecture/design-history	Adopt-and-continue of the observed mount token was rejected because it violated the contract that `onRenewMismatch` must throw and would require proof that an unwitnessed body is safe to adopt; fence plus self-remount already exists and is exercised.
B024-117	architecture/design-history	The v2 design explicitly leaves body-nonce rescue, coherent-read machinery, resolve-on-ambiguity, and changes to the mount-lease format out of scope; the safety mechanism is fence plus remount.
B026-051	architecture/design-history	`Pool::openForDecommission` already provides a reversible alternative by reading the existing owner uuid and impersonating it, preserving pool identity while allowing a WRITE mount; its tradeoff is that two processes present the same owner uuid and rely on the mount lease to serialize them.
B027-054	architecture/design-history	Banning a database engine or restricting generation tokens to shadow paths was rejected because it would break supported same-name reuse and replicated-database recovery while leaving other rebirth routes unprotected.
B027-068	architecture/design-history	Serial exact `GET N+1` until 404 was rejected because every probe costs a full S3 round trip, concurrent writing makes the stop unstable, and 404 proves object absence rather than acknowledged-history completeness.
B027-069	architecture/design-history	Recovery from a complete stream LIST was rejected because completeness is the premise under test; recovery performs zero stream LIST calls and uses enumeration only for leak-only GC/janitor discovery.
B027-149	architecture/design-history	The ref-layer `materialization_grace` wait is expected to be deleted because arithmetic recovery no longer trusts listings for completeness and the in-band seal fences late stragglers deterministically; the setting must not remain parsed but inert.
B028-008	architecture/design-history	This series does not move namespace files into the ref log, add folder-state manifests or a `_raw_files` object family, change `MergeTreeDeduplicationLog`, merge `Poisoned` into wedge, refactor `RefApplyState`, or remove the plain-object component.
B029-050	architecture/design-history	Adding `INVALID_STATE` to `isRetryableException` was rejected because it would reclassify 18 sites, including eight terminal CA sites and eight non-CA sites; recoding the three selected transient sites to `NETWORK_ERROR` fixes the required behavior with zero unintended reclassifications.
B029-083	architecture/design-history	The relink protocol deliberately sends no `ETag`, `If-None-Match`, `If-Modified-Since`, or `If-Match`; standard conditional vocabulary was rejected because an intermediary could evaluate it and synthesize a response, including a forged 304, instead of consulting the sender.
B029-110	architecture/design-history	The per-ref `MutationScope` index was rejected as a pre-ship stopgap because it adds protocol complexity to narrow the lane terms and would undermine the surface-deletion goal; a refusal is retry-later and therefore an availability cost rather than a correctness hazard.
B029-111	architecture/design-history	The recovery token bucket, cache-class segmentation, and per-peer fairness machinery were rejected as overengineering; only the per-recovery work cap and hard-coded global concurrency limit remain, with cold-confirm share as the revisit tripwire.
B029-112	architecture/design-history	Receiver-pays verification by directly recovering the sender's ref state was rejected because each verification would perform LIST plus replay and would inherit the listing-trust problems that the v9 chain is intended to remove.
B029-118	architecture/design-history	The 304/503 response-status encoding was rejected: `assertResponseIsOk` accepts only 200, 201, 202, 206 and redirects, so 304 and 503 would arrive as exceptions and require shared HTTP-client changes; the protocol keeps tri-state values in explicit headers on 200 responses.
B030-081	architecture/design-history	Having the receiver verify sender ref state directly from the pool was rejected because although it makes the beneficiary pay and removes the DoS class, it performs LIST plus replay per confirm and inherits LIST-trust questions.
B031-029	architecture/design-history	A bounded re-`LIST` or retry triggered by an out-of-order key cannot replace catalog authority because finite scans can agree while omitting an entire namespace and therefore produce no retry trigger.
B031-033	architecture/design-history	Permanent exact-`RootNamespace` non-reuse would avoid generation-based aliasing only by refusing supported exact-name reuse workflows, including shadow names and explicit UUID replay.
B031-072	architecture/design-history	Deleting a catalog entry immediately after folding the terminal record permits multiple cleanup items for repeated lives of one name and breaks the fold-seal reservation bound.
B033-076	architecture/design-history	A mount-time one-shot synthetic LIST probe cannot certify a backend because it can pass on RustFS even though a rare load- and timing-dependent violation later occurs.
B035-038	architecture/design-history	The writer-GC simplification review rejected both unchanged-round promote HEAD skipping and per-commit pinned-round acknowledgements as unnecessary variants after adopting the `EDGE-BEFORE-OBSERVE` design; the durable precommit edge plus two-phase delete recheck remains the load-bearing safety mechanism.
B035-045	architecture/design-history	Raw appending of canonical ref names was rejected because `checkCanonicalRefName` does not reject quotes, control bytes, or U+2028/U+2029; only the fixed vocabulary words `owner` and `tombstone` were proven safe for raw append.
B035-096	architecture/design-history	The intermediate grace-based GC designs were intentionally superseded by the incarnation, pin, lease, and fence model; this is treated as intended design history rather than lost durable content.
B036-021	architecture/design-history	The four `EnableTokenDiff = TRUE` configurations `stage5_tokendiff`, `sab_skipchangedshard`, `sab_skipparksdeadprecommit`, and `fix_skipparksdeadprecommit` were retired because no production seam legitimately consumes a LIST-derived token as authority to skip the fold read.
