hostname	event_date	event_time	event_time_microseconds	event_type	disk_name	srid	gc_id	trigger	round	outcome	candidates_marked	objects_deleted	objects_absent	objects_replaced	objects_spared	manifests_deleted	entries_condemned	entries_graduated	entries_redeleted	fence_outs	anomalies	duration_ms	error	ProfileEvents	round_id	phase	phase_duration_us	phase_metrics
2afe19975e46	2026-07-26	2026-07-26 21:27:16	2026-07-26 21:27:16.505059	Start	ca	ca_soak_ch1	9bf79426d130714470a5b2234a94d187	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{}	1b8cdc5ed012f05522d2e51ca52678ce		0	{}
2afe19975e46	2026-07-26	2026-07-26 21:27:16	2026-07-26 21:27:16.507625	Phase	ca	ca_soak_ch1	9bf79426d130714470a5b2234a94d187	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'AsyncLoggingFileLogTotalMessages':1,'AsyncLoggingTextLogTotalMessages':1,'CasConditionalWriteAttempts':1,'CasConditionalWriteCommitted':1,'CasGcCas':1,'CasGcGet':1,'ContextLock':1,'DiskConnectionsPreserved':1,'DiskConnectionsReused':1,'DiskS3HeadObject':1,'DiskS3ReadMicroseconds':196,'DiskS3ReadRequestsCount':1,'DiskS3ReadRequestsErrors':1,'IOBufferAllocBytes':1048639,'IOBufferAllocs':1,'LocalThreadPoolJobs':1,'LogDebug':1,'LogTrace':3,'LoggerElapsedNanoseconds':5510,'MemoryAllocatedWithoutCheck':4,'MemoryAllocatedWithoutCheckBytes':122592,'S3HeadObject':1,'S3ReadMicroseconds':196,'S3ReadRequestsCount':1,'S3ReadRequestsErrors':1,'WriteBufferFromS3Bytes':136}	1b8cdc5ed012f05522d2e51ca52678ce	lease	2533	{'acquired':1,'steal_allowed':1}
2afe19975e46	2026-07-26	2026-07-26 21:27:16	2026-07-26 21:27:16.513705	Phase	ca	ca_soak_ch1	9bf79426d130714470a5b2234a94d187	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'CasGcGet':2,'CasGcList':1,'ContextLock':9,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':1103,'DiskS3ReadRequestsCount':4,'GlobalThreadPoolJobs':1,'IOBufferAllocBytes':8686,'IOBufferAllocs':2,'LocalThreadPoolExpansions':1,'LocalThreadPoolJobs':1,'LocalThreadPoolShrinks':1,'LocalThreadPoolThreadCreationMicroseconds':4,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':368,'ReadBufferFromS3InitMicroseconds':790,'ReadBufferFromS3Microseconds':809,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':1103,'S3ReadRequestsCount':4}	1b8cdc5ed012f05522d2e51ca52678ce	heartbeat_floor	3567	{'already_fenced':0,'fenced_now':0,'live':2,'terminated':0}
2afe19975e46	2026-07-26	2026-07-26 21:27:16	2026-07-26 21:27:16.669794	Phase	ca	ca_soak_ch1	9bf79426d130714470a5b2234a94d187	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'AsyncLoggingFileLogTotalMessages':1,'AsyncLoggingTextLogTotalMessages':1,'CasGcEnumerationPages':1,'CasGcGet':1,'CasRootList':1,'DiskConnectionsPreserved':1,'DiskConnectionsReused':1,'DiskS3HeadObject':1,'DiskS3ReadMicroseconds':164,'DiskS3ReadRequestsCount':1,'DiskS3ReadRequestsErrors':1,'GlobalThreadPoolJobs':1,'LocalThreadPoolExpansions':1,'LocalThreadPoolJobs':1,'LocalThreadPoolShrinks':1,'LocalThreadPoolThreadCreationMicroseconds':3,'LogDebug':1,'LoggerElapsedNanoseconds':3290,'MemoryAllocatedWithoutCheck':4,'MemoryAllocatedWithoutCheckBytes':2121118,'S3HeadObject':1,'S3ReadMicroseconds':164,'S3ReadRequestsCount':1,'S3ReadRequestsErrors':1}	1b8cdc5ed012f05522d2e51ca52678ce	defer_decision	156072	{'changed_shards':2,'deferred':0,'fold_seal_reads':2,'graduation_due':0,'namespaces_seen':2,'ref_log_keys_listed':832,'rounds_deferred_before':0}
2afe19975e46	2026-07-26	2026-07-26 21:27:16	2026-07-26 21:27:16.670247	Phase	ca	ca_soak_ch1	9bf79426d130714470a5b2234a94d187	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'AsyncLoggingFileLogTotalMessages':1,'AsyncLoggingTextLogTotalMessages':1,'CasGcGet':1,'DiskConnectionsPreserved':1,'DiskConnectionsReused':1,'DiskS3HeadObject':1,'DiskS3ReadMicroseconds':258,'DiskS3ReadRequestsCount':1,'DiskS3ReadRequestsErrors':1,'LogDebug':1,'LoggerElapsedNanoseconds':4920,'MemoryAllocatedWithoutCheck':2,'MemoryAllocatedWithoutCheckBytes':2176,'S3HeadObject':1,'S3ReadMicroseconds':258,'S3ReadRequestsCount':1,'S3ReadRequestsErrors':1}	1b8cdc5ed012f05522d2e51ca52678ce	parent_seal_read	425	{'parent_runs':0}
2afe19975e46	2026-07-26	2026-07-26 21:27:16	2026-07-26 21:27:16.808532	Phase	ca	ca_soak_ch1	9bf79426d130714470a5b2234a94d187	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'CasGcEnumerationPages':1,'CasRefGlobalListPages':1,'CasRootList':1,'GlobalThreadPoolJobs':1,'LocalThreadPoolExpansions':1,'LocalThreadPoolJobs':1,'LocalThreadPoolShrinks':1,'LocalThreadPoolThreadCreationMicroseconds':3}	1b8cdc5ed012f05522d2e51ca52678ce	fold_ref_list	138275	{'namespaces_seen':2,'probe_a_holes':0,'ref_folding_aborted':0,'ref_keys_listed':898}
2afe19975e46	2026-07-26	2026-07-26 21:27:16	2026-07-26 21:27:16.809183	Phase	ca	ca_soak_ch1	9bf79426d130714470a5b2234a94d187	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'AsyncLoggingFileLogTotalMessages':2,'AsyncLoggingTextLogTotalMessages':2,'CasGcGet':2,'DiskConnectionsPreserved':2,'DiskConnectionsReused':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':399,'DiskS3ReadRequestsCount':2,'DiskS3ReadRequestsErrors':2,'LogDebug':2,'LoggerElapsedNanoseconds':15920,'MemoryAllocatedWithoutCheck':4,'MemoryAllocatedWithoutCheckBytes':4352,'S3HeadObject':2,'S3ReadMicroseconds':399,'S3ReadRequestsCount':2,'S3ReadRequestsErrors':2}	1b8cdc5ed012f05522d2e51ca52678ce	fold_seal_read	640	{'ns_cleanup_items':0,'parent_cursors':0,'parent_runs':0,'redundant_reads':1,'seal_reads':2}
2afe19975e46	2026-07-26	2026-07-26 21:27:19	2026-07-26 21:27:19.010344	Phase	ca	ca_soak_ch1	9bf79426d130714470a5b2234a94d187	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'CasManifestGet':765,'CasManifestHead':765,'CasRefEmittedEdges':765,'CasRefLogBodyGets':896,'CasRefManifestBodyFoldGets':765,'CasRootGet':896,'ContextLock':11198,'DiskConnectionsCreated':6,'DiskConnectionsElapsedMicroseconds':392,'DiskConnectionsExpired':42,'DiskConnectionsPreserved':4045,'DiskConnectionsReused':4081,'DiskS3GetObject':1661,'DiskS3HeadObject':2426,'DiskS3ReadMicroseconds':1599969,'DiskS3ReadRequestsCount':4087,'IOBufferAllocBytes':11666315,'IOBufferAllocs':1661,'MemoryAllocatedWithoutCheck':8102,'MemoryAllocatedWithoutCheckBytes':8814976,'ReadBufferFromS3Bytes':4758216,'ReadBufferFromS3InitMicroseconds':948603,'ReadBufferFromS3Microseconds':955021,'S3GetObject':1661,'S3HeadObject':2426,'S3ReadMicroseconds':1599969,'S3ReadRequestsCount':4087}	1b8cdc5ed012f05522d2e51ca52678ce	fold_ref_intake	2201137	{'dead_precommits_skipped':0,'deltas_emitted':4590,'logs_applied':896,'logs_intended':896,'namespace_removals':0,'ref_folding_aborted':0,'tables_changed':2,'tables_clamped':0,'tables_scanned':2,'txns_opened':896}
2afe19975e46	2026-07-26	2026-07-26 21:27:19	2026-07-26 21:27:19.010361	Phase	ca	ca_soak_ch1	9bf79426d130714470a5b2234a94d187	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{}	1b8cdc5ed012f05522d2e51ca52678ce	fold_ns_cleanup_scan	1	{'items_added':0,'items_carried':0,'items_completed_now':0,'items_final':0,'items_scanned':0}
2afe19975e46	2026-07-26	2026-07-26 21:27:19	2026-07-26 21:27:19.014214	Phase	ca	ca_soak_ch1	9bf79426d130714470a5b2234a94d187	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'CasConditionalWriteAttempts':1,'CasConditionalWriteCommitted':1,'CasGcPut':1,'ContextLock':1,'IOBufferAllocBytes':1050750,'IOBufferAllocs':2,'LocalThreadPoolJobs':1,'LogTrace':3,'WriteBufferFromS3Bytes':165783}	1b8cdc5ed012f05522d2e51ca52678ce	fold_reduce	3842	{'condemned':0,'deltas_in':4590,'graduated':0,'redelete_pending':0,'runs_written':1,'shards_pure_carry':0,'shards_reduced':1,'shards_total':1,'spared':0,'suppress_destructive':0,'txns_unapplied':0,'unmatched_removes':0}
